"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","240","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","241","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cook, Drew","Iowa","TE,FLX","Jr","242","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cooper, Max","Iowa","WR,FLX","So","243","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Corbin, Reggie","Ill","RB,FLX","Jr","244","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","245","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cromer, Alec","Neb","QB,FLX","So","246","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","247","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","248","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Curtis, Kory","OHSt","QB,FLX","So","249","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","250","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","251","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","252","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davidovicz, Justin","Rut","K","So","253","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","254","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis III, Danny","Wisc","WR,FLX","So","255","FA","W Ky Fri 9:00PM","0","0","3%","305.1","5","0%"
"Davis, Drake","Ill","QB,FLX","Fr","256","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Davis, Noah","MSU","TE,FLX","So","257","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Davis, Trenard","Ill","WR,FLX","Jr","258","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Day, Theo","MSU","QB,FLX","Fr","259","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","260","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Deland, Ethan","Mich","WR,FLX","Fr","261","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Dellinger, J.D.","Purd","K","Jr","262","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Demus, Dontay","MD","WR,FLX","Fr","263","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DiMaccio, Dominic","OHSt","K","Fr","264","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dorris, Austin","Ind","TE,FLX","Jr","265","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dorsey, Lou","Ill","TE,FLX","So","266","FA","Kent Sat 12:00PM","0","0","100%","151.72","5","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","267","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","268","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Dotson, Matt","MSU","TE,FLX","So","269","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","270","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Downer, Ryan","Rut","WR,FLX","Fr","271","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duarte, Tate","OHSt","TE,FLX","Sr","272","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dudek, Mike","Ill","WR,FLX","Sr","273","FA","Kent Sat 12:00PM","0","0","14%","193.95","5","0%"
"Duncan, Keith","Iowa","K","So","274","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","275","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","276","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Easley, Nick","Iowa","WR,FLX","Sr","277","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","278","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ellis, Bradley","Ind","WR,FLX","Fr","279","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellison, Morgan","Ind","RB,FLX","So","280","FA","@FLInt Sat 7:00PM","0","0","68%","270","10","0%"
"Ellison, Noah","Purd","WR,FLX","Fr","281","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","282","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Epstein, Mike","Ill","RB,FLX","So","283","FA","Kent Sat 12:00PM","0","0","100%","139.79","5","0%"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","284","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","285","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Eubanks, Nick","Mich","TE,FLX","Jr","286","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Eury, Nick","PSU","RB,FLX","So","287","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Chris","Mich","RB,FLX","Jr","288","FA","@ND Sat 7:30PM","0","0","100%","169.99","9","0%"
"Evans, Samson","Iowa","WR,FLX","Fr","289","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Farrell, Luke","OHSt","TE,FLX","So","290","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Faulkner, Bentley","MD","K","Fr","291","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Feldman, Noah","Iowa","TE,FLX","Fr","292","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","293","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","294","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","295","FA","W Ky Fri 9:00PM","0","0","5%","-","5","0%"
"Ferris, Kenneth","Mich","TE,FLX","Sr","296","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fessler, Charlie","NW","WR,FLX","Jr","297","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Files, Joseph","Mich","TE,FLX","Sr","298","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fleet-Davis, Tayon","MD","RB,FLX","So","299","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","300","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Folkers, Bennett","Neb","WR,FLX","Fr","301","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Frahm, Cole","Neb","K","Fr","302","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","303","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Freiermuth, Pat","PSU","TE,FLX","Fr","304","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Fryfogle, Ty","Ind","WR,FLX","So","305","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Fuller, Tario","Purd","RB,FLX","Jr","306","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Funk, Jake","MD","RB,FLX","Jr","307","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Gajcak, Chris","Ind","WR,FLX","Jr","308","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","309","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Garrett, Julian","Mich","RB,FLX","Fr","310","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Geary, Clay","Minn","WR,FLX","So","311","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gebbia, Tristan","Neb","QB,FLX","Fr","312","FA","Akr Sat 8:00PM","0","0","6%","367.4","9","0%"
"Geil, Henry","Iowa","RB,FLX","Fr","313","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Gentry, Zach","Mich","TE,FLX","Sr","314","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"George, Daniel","PSU","WR,FLX","Fr","315","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"George, Jeff","Mich","QB,FLX","Sr","316","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Gest, Cole","Ind","RB,FLX","So","317","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gianacakos, Chase","MSU","TE,FLX","Sr","318","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Gibson, Erik","Minn","WR,FLX","Fr","319","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gill, Jaelen","OHSt","RB,FLX","Fr","320","FA","OreSt Sat 12:00PM","0","0","11%","-","9","0%"
"Grady, Kyle","Mich","QB,FLX","Fr","321","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Green, Cade","Wisc","WR,FLX","Fr","322","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Green, Cameron","NW","TE,FLX","Jr","323","FA","@Purd Thu 8:00PM","0","0","1%","-","4","0%"
"Green, Carmoni","Ill","WR,FLX","So","324","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Green, Seth","Minn","QB,TE,FLX","So","325","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Green, TJ","NW","QB,FLX","Jr","326","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Gregoire, Mike","Wisc","WR,FLX","Fr","327","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Griffin, Caleb","Ill","K","Fr","328","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","329","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","330","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","331","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Grosz, Tyler","Mich","WR,FLX","Sr","332","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","333","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haggerty, Gavin","Rut","K","Jr","334","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hahn, Cole","MSU","K","Fr","335","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","336","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hamilton, Tyler","Purd","WR,FLX","Fr","337","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hamler, KJ","PSU","WR,FLX","Fr","338","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hanaoka, Chad","NW","RB,FLX","Sr","339","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Hanks, Javis","Rut","WR,FLX","Fr","340","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","341","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Harris II, J-Shun","Ind","WR,FLX","Sr","342","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Harris, Jaylen","OHSt","WR,FLX","So","343","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrison III, Lorenzo","MD","RB,FLX","Jr","344","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Haskins, Hassan","Mich","RB,FLX","Fr","345","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Haubeil, Blake","OHSt","K","So","346","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hausmann, Jake","OHSt","TE,FLX","So","347","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Hunter","Rut","WR,FLX","So","348","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","349","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayes, C.J.","MSU","WR,FLX","Fr","350","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hayes, Ryan","Mich","TE,FLX","Fr","351","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hemphill, Austin","Neb","RB,FLX","Jr","352","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hendershot, Peyton","Ind","TE,FLX","Fr","353","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","354","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewlett, Joe","Mich","RB,FLX","Sr","355","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Heyward, Connor","MSU","RB,FLX","So","356","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hill, K.J.","OHSt","WR,FLX","Jr","357","FA","OreSt Sat 12:00PM","0","0","77%","93.43","9","0%"
"Hill, Kasim","MD","QB,FLX","Fr","358","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","359","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hilling, Vlad","PSU","K","Fr","360","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hintze, Zach","Wisc","K","Jr","361","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","362","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","363","FA","NIU Sat 3:30PM","0","0","8%","384.98","5","0%"
"Hoenstine, Alex","PSU","WR,FLX","Fr","364","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hohenstein, Branden","Neb","TE,FLX","So","365","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holland, Jonathan","PSU","TE,FLX","Jr","366","FA","App Sat 3:30PM","0","0","1%","-","6","0%"
"Holm, Justin","Neb","WR,FLX","Fr","367","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holman, Berkeley","NW","WR,FLX","Fr","368","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Holman, Zac","Ill","WR,FLX,DB","Sr","369","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Holmes, C.J.","PSU","RB,FLX","So","370","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Holmes, Jordan","Ill","WR,FLX","Fr","371","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Homan, Myles","Purd","K","Jr","372","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Honas, Todd","Neb","WR,FLX","So","373","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hoover, Zach","OHSt","K","So","374","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hopkins, Brycen","Purd","TE,FLX","Jr","375","FA","NW Thu 8:00PM","0","0","100%","189.07","6","0%"
"Hornibrook, Alex","Wisc","QB,FLX","Jr","376","FA","W Ky Fri 9:00PM","0","0","100%","49.71","5","0%"
"Horvath, Alexander","Purd","RB,FLX","Fr","377","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Howard, Phillip","Minn","WR,FLX","So","378","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Hunt, Andre","Neb","WR,FLX","Fr","379","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hunt, Tyler","MSU","K","Fr","380","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","381","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Inzerillo, Paul","MD","K","So","382","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ivy, TJ","Ind","TE,FLX","Fr","383","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Jabbie, Mohamed","Rut","WR,FLX","So","384","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","385","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"James, Jace","NW","WR,FLX","So","386","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"James, Ryan","Purd","WR,FLX","Fr","387","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Janes, Max","Minn","TE,FLX","Fr","388","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Jarrell, MJ","MD","WR,FLX","Fr","389","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jefferson, JJ","NW","WR,FLX","Fr","390","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Jelen, Preston","Minn","RB,FLX","Fr","391","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Johnson, Hunter","NW","QB,FLX","So","392","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Johnson, Hunter","Wisc","RB,FLX","Fr","393","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Johnson, Juwan","PSU","WR,FLX","Jr","394","FA","App Sat 3:30PM","0","0","100%","103.77","6","0%"
"Johnson, Tyler","Minn","WR,FLX","Jr","395","FA","NMSt Thu 7:00PM","0","0","100%","198.21","5","0%"
"Jones, Bradford","Mich","TE,FLX","Sr","396","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Jones, Brandon","Ill","RB,TE,FLX","So","397","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Chris","MD","WR,FLX","Sr","398","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Darryl","MD","WR,FLX","Fr","399","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Jeshaun","MD","WR,FLX","Fr","400","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Miles","Neb","RB,WR,FLX","Fr","401","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","402","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","403","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jurgens, Cameron","Neb","TE,FLX","Fr","404","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Justus, Logan","Ind","K","Jr","405","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Kaiser, Brian","NW","TE,FLX","Fr","406","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kapisak, Connor","Iowa","QB,FLX","Fr","407","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly, Austin","Iowa","RB,FLX","Sr","408","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","409","FA","NIU Sat 3:30PM","0","0","15%","355.21","5","0%"
"Kieft, Ko","Minn","TE,FLX","So","410","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","411","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Kristan, Bryan","OHSt","K","Sr","412","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Krull, Bryson","Neb","TE,FLX","Fr","413","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Krumholz, Adam","Wisc","WR,FLX","So","414","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Krumm, Nick","MSU","WR,FLX","Jr","415","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Kuhbander, Charlie","NW","K","So","416","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","417","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kuntz, Zack","PSU","TE,FLX","Fr","418","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lacewell, Zihir","Rut","WR,FLX","Fr","419","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Landis, Carson","PSU","K","Fr","420","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lansbury, Will","NW","WR,FLX","Fr","421","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Larsh, Collin","Wisc","K","Fr","422","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Leake, Javon","MD","RB,FLX","So","423","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Lees, Riley","NW","WR,FLX","So","424","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","425","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Levis, Will","PSU","QB,FLX","Fr","426","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lewandowski, Davis","MSU","WR,FLX","Jr","427","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lewis, Eddie","Rut","WR,FLX","Fr","428","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Johnathan","Rut","QB,FLX","So","429","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Rayshad","MD","WR,FLX,DB","So","430","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Liewer, Wyatt","Neb","WR,FLX","Fr","431","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Lindsey, Tyjon","Neb","WR,FLX","So","432","FA","Akr Sat 8:00PM","0","0","70%","214.55","9","0%"
"Line, Ben","MSU","RB,FLX","Sr","433","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Link, Cody","NW","TE,FLX","So","434","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","435","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Lloyd, Gabe","Wisc","TE,FLX","So","436","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Lockett, Calvin","Iowa","WR,FLX","Fr","437","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","438","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"London, Dominik","Minn","RB,FLX","Fr","439","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Lucas, Collin","MSU","RB,FLX","Sr","440","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Luckenbaugh, Drew","NW","K","So","441","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","442","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lutz, Isaac","PSU","WR,FLX","So","443","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"MIlton, Joe","Mich","QB,FLX","Fr","444","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Macius, Mickey","MSU","QB,FLX","Sr","445","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","446","FA","OreSt Sat 12:00PM","0","0","10%","-","9","0%"
"Mack, John","Minn","K","So","447","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Major, Julian","MSU","WR,FLX","Fr","448","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Malone, Derrick","OHSt","TE,FLX","Sr","449","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mangieri, Charlie","NW","TE,FLX","Fr","450","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Manns, Jornell","Minn","WR,FLX","Fr","451","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Mansell, Peyton","Iowa","QB,FLX","Fr","452","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marchese, Henry","Iowa","WR,FLX","Fr","453","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marshall, Miles","Ind","WR,FLX","Fr","454","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","455","FA","OreSt Sat 12:00PM","0","0","0%","515.5","9","0%"
"Martin, Jake","Mich","WR,FLX","Jr","456","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Martin, Oliver","Mich","WR,FLX","So","457","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Marty, Andrew","NW","QB,FLX","Fr","458","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Masker, Matt","Neb","QB,FLX","Fr","459","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Mason, Ben","Mich","RB,FLX","So","460","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Maxwell, Colton","PSU","WR,FLX","So","461","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Mazour, Wyatt","Neb","RB,FLX","Jr","462","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McCaffrey, Dylan","Mich","QB,FLX","So","463","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McCall, Demario","OHSt","RB,WR,FLX","So","464","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McCourt, James","Ill","K","So","465","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McCurry, Jake","Mich","WR,FLX,DB","So","466","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McFarland, Anthony","MD","RB,FLX","Fr","467","FA","Tex Sat 12:00PM","0","0","3%","500.1","5","0%"
"McGowan, Kyric","NW","WR,FLX","So","468","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"McGriff, Justin","Neb","WR,FLX","Fr","469","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McKenna, Jack","MSU","K","Fr","470","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"McKeon, Sean","Mich","TE,FLX","Jr","471","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"McLaughlin, Chase","Ill","K","Sr","472","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McLaurin, Terry","OHSt","WR,FLX","Sr","473","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McMahon, Amari","OHSt","RB,FLX","Jr","474","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","475","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Melton, Bo","Rut","WR,FLX","So","476","FA","TxSt Sat 12:00PM","0","0","5%","-","9","0%"
"Miller, Cam","Ill","QB,FLX","So","477","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Moody, Jake","Mich","K","Fr","478","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
